,x,y
0,0.19354527537525623,1.2185571154209092
1,0.05293184937414441,-0.6702335218441985
2,0.13790716893845334,1.369085925041717
3,0.6900515990918451,1.7486085996954448
4,0.19797361699530236,-0.07752241420627837
5,0.22817440649595588,0.5492189970615133
6,0.1634435336028156,-0.6324971967595603
7,0.9184996168453167,3.1377449091887746
8,0.032798052953120216,0.7745750270233811
9,0.540378284689792,2.636052863674157
10,0.048007173987815066,1.3406379285470953
11,0.46284429572487706,1.8903984706685184
12,0.476105414201048,1.1072723909683932
13,0.45147181989682605,1.760244837872593
14,0.17820639454581277,0.9083683026634858
15,0.36022336244402575,0.8802748465166393
16,0.96461995855464,4.010303985128226
17,0.3884916381969643,2.316385041821382
18,0.03254534338017634,0.6174690893869701
19,0.21827733431846263,0.7826941451981249
20,0.8267713337179746,4.069739405244464
21,0.9802179564025407,3.3339041525239765
22,0.005666056351702586,1.253344561794828
23,0.07934774508385045,0.5790398970100367
24,0.5747261336107454,0.6737434380556901
25,0.3447184490539248,1.3694635930505181
26,0.8863396806708713,3.591656549629898
27,0.9339904609437668,2.135675525935458
28,0.15468719197905978,0.7755711793546003
29,0.44472598069712277,2.383543278082998
30,0.2018588091545468,0.463023802812374
31,0.8149423426798194,2.5771616736890426
32,0.2986407855558417,2.7022928179443904
33,0.8801331274500848,1.9271460450334919
34,0.5789037705021207,1.6777441590245818
35,0.9431920221659273,2.978626944885514
36,0.4633327721039273,2.6689044639807404
37,0.8002024914894473,2.6699830145482166
38,0.5418770254814662,3.1136928338038925
39,0.3244961980284703,0.13829192528109568
40,0.6580606564833097,3.5829855187446817
41,0.3611343768898019,0.8555039487951717
42,0.728554195267323,2.861522706928957
43,0.1764189365087604,0.7084527565382046
44,0.8703947750097398,2.1690272943363746
45,0.39180034039786693,0.7737585862966054
46,0.20011616034224722,0.9723241444876539
47,0.6466495074553368,1.552882760128301
48,0.8307905440695285,3.305947902515089
49,0.9452301731451456,1.887444633459291
50,0.49967410295350645,1.8670993077059765
51,0.5028585195384867,2.4009362190636336
52,0.5582383498420866,1.615439248803183
53,0.4969200145661784,3.0907764959955255
54,0.5283179633652157,1.5751958963836463
55,0.8726506160742533,2.99168865694703
56,0.028918021707969643,1.3945895414430929
57,0.9332880450454485,2.7886851742616274
58,0.5889251456082982,1.2960620619081833
59,0.6555145595109168,2.317501513461009
60,0.29698845354401304,2.111848804417315
61,0.2979129941442037,1.3914026052426651
62,0.8759211698669249,1.9289598642418606
63,0.5704555199771483,1.751197860990761
64,0.12079047973917789,1.4307002179088824
65,0.6717278056723253,1.7360507295602576
66,0.32904305051227667,1.5190892784880878
67,0.6242827242860179,2.5238989506910148
68,0.27956392460719703,1.0030879906673826
69,0.4800754195713228,1.5020069330054866
70,0.785947652686672,2.079795982364889
71,0.3446567333372037,0.49379533043175283
72,0.9665783477905467,2.579136390234229
73,0.8102734111429823,3.09387908710191
74,0.8655065356772128,1.5691652928431388
75,0.08853485005488015,-0.06902120225610353
76,0.12367536672111812,0.6646110174756883
77,0.44898427001292085,0.7114514396409088
78,0.7969898174908134,2.887849901360824
79,0.1692618444452334,1.256829091802259
80,0.18253599603395199,1.7091326231655077
81,0.553895427219735,2.5227771815664317
82,0.18234772357842388,-0.0728279056687372
83,0.907275135085282,3.8532050979580323
84,0.14848528907728686,-0.4396718681386158
85,0.4299672654443025,2.0031995010634644
86,0.1849443545240944,1.2021507605537458
87,0.1695690478902765,0.10752152018938388
88,0.6384761205668633,3.757751254266598
89,0.025841148797570157,0.19113067483487456
90,0.976215901164944,2.867960500399796
91,0.28225328354961,0.5448024197977063
92,0.37263056533272676,0.03269105170829456
93,0.932609391812727,2.548813539304644
94,0.6602234888357719,2.220183592757997
95,0.1434098840218706,0.8381212990754077
96,0.8563838523068233,3.2972879051567427
97,0.7573453876582351,1.8722917641327501
98,0.9995132279792748,3.127917102965057
99,0.8158625341442182,0.9525549141439795
