0,1,2
0.3106030466395203,-1.816728540563771,1.0
0.32879501806080524,0.9885072609587819,1.0
-1.778519433194683,0.42337797502649144,0.0
-0.3515238090132661,1.0560399979474495,0.0
1.811545341673625,0.49716422999249243,1.0
1.0294323396550729,-1.8174287509120635,1.0
-1.5891896315046115,-0.08327510562449902,0.0
-2.3304823601887668,0.7961036649915976,0.0
1.4219248192654035,1.308700921399243,1.0
-1.2139934234954397,0.48949946901932573,0.0
0.09243794665710459,1.4455082508859465,0.0
0.9030963445290008,1.4498170343154109,1.0
1.0673130450846733,1.6305921952346307,1.0
1.1587463006130316,0.07356842014343534,1.0
-1.59251150840823,0.04851372335919213,0.0
0.8947469139885488,-0.7357621926572127,1.0
-0.9332926547961211,-1.2712204926740656,0.0
2.198936627985642,0.29925425845823983,0.0
1.6505572306600853,-1.1989074360128822,1.0
-2.7484233244989316,0.2233140006769614,0.0
0.8192706310300994,1.4851406909950509,1.0
1.7484846610810545,1.1738903544029848,1.0
-0.4816766069426809,-2.0446072247284084,0.0
2.787394545655875,-0.0016111284073899723,1.0
0.33846794420971194,-1.5451988383851414,1.0
0.18521994422717758,1.538703385144479,1.0
0.4161151899938277,-0.7854939490522551,1.0
0.9280164288663804,-1.2339810426207534,1.0
1.1244047166728819,0.5851815703046325,1.0
-1.2210882182312195,-0.44175003440633054,0.0
1.306039730356448,0.4147570470322147,1.0
1.125292644781795,0.2742006099940002,1.0
-0.19608264597132474,-0.7154867406945845,1.0
-1.0770734269598459,-0.9916158202866784,0.0
-0.9579323389775525,-0.9563974141561383,0.0
0.6721275362356699,-1.3909587502867384,1.0
3.2310923190602394,-0.6337802790294194,1.0
-1.3881752351414656,-0.2486885923255573,0.0
-0.6688265003440652,1.4059940439378327,0.0
0.2280640796507294,-1.0174153787041649,0.0
0.8398585040514686,1.5554238951858004,1.0
-0.9478863342284833,-1.0949469778105427,1.0
-1.2719117550187615,0.674231628288325,0.0
0.3532030762925479,0.11224012896874047,1.0
-1.144858718211245,-0.7505682713017279,0.0
-0.8084169620932138,-1.3552538975211013,0.0
-2.288798344212232,0.9918567484433618,0.0
1.8608068617422977,-0.6415033103069092,1.0
1.1475293486155262,0.857570033923676,1.0
-2.1482365607425766,0.73341292471721,0.0
-0.7667893073419556,1.7799214706620279,0.0
-0.36971683673193956,1.675971785146171,0.0
-0.9527838410203407,-1.0848142840041644,0.0
0.27987188560293996,0.7124841476316559,1.0
0.33272396254150094,-1.06577791216067,1.0
-1.029700926651648,-0.831163578668295,1.0
-1.276201085520255,0.6920279643923626,0.0
2.557161136319504,-0.2997894205026075,1.0
-1.7175095569955336,0.5005471840301747,0.0
-1.9956606339662193,1.0097246412588052,0.0
-1.041622417287061,-0.8801624508862924,1.0
-1.7939277759779122,1.638240761160223,0.0
0.5190771199623365,-0.5541425015178428,1.0
1.4171352534241828,-1.1335977417174616,1.0
-0.8488256357319146,-1.1448612543480792,0.0
0.7944908589917808,0.8742803000996339,1.0
1.3598580275549303,1.5179036565456239,1.0
-1.7359085504951683,0.32018925371662865,0.0
1.0246773768403796,-1.254755590738654,1.0
2.2151718266105505,-0.5962847899507959,1.0
0.7510428008912314,-1.503983209619094,1.0
-1.5524570064424004,-0.033617115218312676,0.0
1.1874849059327177,0.9314009035387978,1.0
-1.0697642440189028,0.966055141668446,0.0
0.5718462279567988,1.170395972713303,1.0
-1.1633646143774086,0.232337604970147,0.0
-0.394536290530073,1.1931334029594698,0.0
-1.1345694474485346,-0.7490473389373298,0.0
1.006664411188765,-1.5551182959521777,1.0
-2.3410973536128736,0.452143651413617,0.0
-0.7901078432898455,-1.4053986149106656,0.0
-0.024960084905331303,1.0155660962872588,0.0
1.8887909140757184,-1.2715935485081826,1.0
2.0176381297836246,-0.6807691184457358,1.0
-0.7215441290214848,-1.5631900083357309,0.0
0.8504049352435535,-0.7863097911528657,1.0
-2.394864803891269,0.8875603082133292,0.0
-0.9378273944296752,0.8559152386963069,0.0
0.5937094244404197,-0.8837624271768615,1.0
0.26891744016000985,1.7644240823629753,0.0
-1.6191848063297907,0.43666029095259584,0.0
-0.22559299118317355,-2.7249988256349384,0.0
0.28165547470489627,0.6839871327987999,1.0
-0.8510557608683411,-1.2297936399987692,0.0
0.7133940183556898,1.8898506697257358,1.0
0.5641468968335129,0.8341977485928028,1.0
-0.5000141325676085,1.5889011710150314,0.0
0.7134255215860699,1.1101744545017906,1.0
0.570065432402239,1.587541036133901,0.0
-1.108251124875432,-0.584147569778818,0.0
